student_id,age,gender,degree,year,attendance_percentage,study_hours_per_day,assignment_score,internal_marks,backlogs,coding_skill,communication_skill,aptitude_score,technical_interview_score,projects_completed,internships_completed,certifications,hackathons_participated,extracurricular_activities,resume_score,mock_interviews,linkedin_profile,cgpa,final_score,performance_category,placement_status
STU102249,19,Male,BSc Data Science,2,89.3,2.4,80.7,66.6,0,7.0,8.3,96.3,64.7,2,0,4,0,0,98.3,0,Yes,7.5,76.9,Good,Placed
STU102250,19,Male,BSc Computer Science,3,69.1,1.8,60.7,44.5,0,7.2,7.4,64.1,66.2,4,0,3,1,1,92.6,2,Yes,5.16,52.9,Average,Not Placed
STU102251,21,Female,BBA,3,86.0,5.5,88.4,85.2,0,4.2,7.8,73.1,70.7,1,0,4,0,0,73.1,1,No,8.1,82.7,Excellent,Not Placed
STU102252,18,Female,BBA,2,80.5,6.0,100.0,69.1,1,6.7,8.0,82.8,46.9,3,0,5,1,0,92.0,3,No,9.12,88.7,Excellent,Placed
STU102253,19,Female,BSc Data Science,4,79.0,3.6,68.1,75.2,0,7.0,7.9,69.5,60.5,2,0,0,1,1,87.8,1,Yes,8.26,81.7,Excellent,Not Placed
STU102254,18,Male,BCA,4,71.6,4.4,94.7,67.9,1,7.2,6.8,82.2,81.1,1,0,1,2,1,84.0,1,Yes,9.01,88.9,Excellent,Not Placed
STU102255,18,Male,BSc Data Science,4,75.8,4.1,81.5,56.7,1,5.6,8.1,74.8,51.5,4,0,1,0,3,76.1,2,Yes,7.75,75.4,Good,Not Placed
STU102256,18,Male,BCA,4,82.4,0.5,87.9,87.7,0,8.7,5.1,77.5,67.7,2,0,1,0,1,67.0,4,Yes,8.88,87.2,Excellent,Not Placed
STU102257,22,Female,BSc Computer Science,2,73.8,3.8,69.0,60.3,0,6.9,7.1,55.9,67.6,0,0,0,1,0,83.6,1,No,7.68,77.6,Good,Not Placed
STU102258,23,Female,BSc Computer Science,4,68.2,5.7,70.6,54.2,0,5.8,6.8,42.4,68.9,1,2,1,0,3,66.5,2,Yes,6.56,68.3,Good,Not Placed
STU102259,18,Male,BSc Computer Science,3,67.8,1.7,83.0,77.6,0,7.2,8.0,77.9,25.7,0,0,0,2,2,71.7,4,Yes,7.72,78.6,Good,Not Placed
STU102260,22,Female,BSc Data Science,2,80.8,1.6,79.6,73.9,0,8.4,5.7,67.3,89.1,1,3,2,0,0,87.4,2,Yes,8.61,85.4,Excellent,Not Placed
STU102261,21,Male,BCA,4,82.9,2.4,83.6,84.8,0,5.2,5.9,67.5,50.1,2,1,2,1,0,68.0,2,Yes,7.53,74.9,Good,Not Placed
STU102262,19,Female,BSc Computer Science,2,,2.8,65.9,75.4,0,5.0,5.5,42.6,87.3,1,0,1,0,1,65.2,1,No,7.05,68.5,Good,Not Placed
STU102263,23,Female,BSc Data Science,3,96.2,4.5,88.7,71.1,0,8.0,7.8,86.8,49.8,2,2,2,0,2,82.9,2,No,7.73,78.5,Good,Placed
STU102264,24,Male,BSc Computer Science,2,61.0,5.5,86.3,82.9,1,8.2,4.1,62.3,71.7,2,1,1,0,1,67.7,3,Yes,8.74,86.1,Excellent,Not Placed
STU102265,19,Male,BTech CSE,3,81.8,5.4,94.2,52.2,0,6.3,5.3,36.7,58.1,1,0,3,1,2,71.9,1,Yes,6.84,69.6,Good,Not Placed
STU102266,23,Other,BSc Computer Science,3,59.6,4.5,85.5,69.8,0,6.2,3.6,95.8,52.0,1,1,2,3,1,68.9,1,Yes,8.03,81.5,Excellent,Not Placed
STU102267,24,Female,BSc Computer Science,3,77.0,1.1,100.0,60.6,0,8.1,5.7,66.0,100.0,1,1,1,1,0,77.3,1,Yes,7.15,71.3,Good,Not Placed
STU102268,19,Female,BSc Computer Science,2,80.5,1.1,100.0,75.0,1,5.1,6.9,75.5,61.1,1,0,2,0,0,75.7,2,Yes,7.15,70.4,Good,Not Placed
STU102269,23,Male,BSc Data Science,3,76.2,4.6,82.2,81.8,0,2.2,8.7,100.0,42.2,1,1,4,1,1,78.3,2,Yes,7.53,75.9,Good,Not Placed
STU102270,19,Male,BCA,3,58.5,1.1,81.8,75.3,2,6.7,8.9,60.5,87.9,4,1,1,0,1,86.2,1,No,6.48,65.0,Average,Not Placed
STU102271,19,Male,BSc Computer Science,3,77.0,4.3,72.9,80.5,0,6.7,4.6,68.6,78.4,3,0,1,2,1,62.5,1,Yes,8.3,82.3,Excellent,Not Placed
STU102272,24,Female,BCA,4,,3.9,67.1,86.9,0,8.2,6.2,58.6,89.9,2,3,3,0,2,87.9,3,Yes,8.24,82.2,Excellent,Not Placed
STU102273,19,Female,BTech CSE,3,87.0,2.8,79.5,78.0,1,7.9,7.5,85.0,43.6,1,0,3,1,0,89.7,4,Yes,8.09,81.7,Excellent,Not Placed
STU102274,19,Male,BTech CSE,4,63.7,0.5,74.9,80.9,0,9.5,6.3,49.4,50.6,0,2,3,2,2,86.8,3,Yes,7.83,78.5,Good,Not Placed
STU102275,24,Male,BBA,2,92.4,3.8,73.4,94.5,1,7.0,5.5,87.0,71.0,2,0,1,0,3,73.3,4,No,9.25,94.1,Excellent,Not Placed
STU102276,21,Male,BBA,3,52.8,4.3,85.9,100.0,2,10.0,4.0,80.9,59.2,2,1,1,0,1,85.1,3,Yes,8.23,83.1,Excellent,Not Placed
STU102277,18,Male,BCA,2,65.0,2.7,64.7,70.1,0,8.6,5.0,55.8,55.6,1,0,2,1,1,81.9,2,No,7.54,77.2,Good,Not Placed
STU102278,20,Male,BBA,3,79.8,1.9,69.0,60.7,1,6.7,8.8,64.9,76.2,3,0,1,0,1,78.9,3,Yes,6.23,64.4,Average,Not Placed
STU102279,22,Male,BTech CSE,2,81.1,3.9,60.3,41.0,0,8.4,8.6,92.7,45.4,1,0,2,1,3,79.6,0,No,6.92,67.8,Good,Not Placed
STU102280,20,Male,BSc Computer Science,3,93.1,1.3,67.1,95.1,0,4.9,10.0,39.2,45.8,1,2,1,2,3,84.4,2,Yes,7.89,80.5,Excellent,Not Placed
STU102281,20,Male,BCA,3,79.9,4.4,75.4,65.2,0,6.0,8.2,68.6,69.7,2,1,0,0,2,87.1,2,Yes,7.24,73.7,Good,Not Placed
STU102282,23,Female,BTech CSE,2,77.0,5.1,90.9,77.6,4,6.2,5.2,62.0,49.4,1,0,2,1,3,90.3,3,No,7.92,78.2,Good,Not Placed
STU102283,18,Male,BCA,3,82.4,0.6,100.0,79.9,0,6.2,7.6,60.6,57.6,2,0,3,0,1,88.0,1,No,8.55,85.6,Excellent,Not Placed
STU102284,23,Male,BTech CSE,4,54.6,2.7,63.0,81.7,0,8.0,7.7,33.6,68.4,3,2,3,0,2,93.9,3,Yes,7.45,75.3,Good,Not Placed
STU102285,18,Male,BCA,2,67.9,3.4,91.6,69.0,2,8.5,7.9,66.9,54.2,1,2,0,1,0,83.6,4,Yes,8.1,81.1,Excellent,Not Placed
STU102286,24,Male,BSc Computer Science,4,66.2,3.5,71.4,81.5,0,7.9,6.5,41.0,51.3,3,2,1,0,0,76.2,4,No,7.97,77.0,Good,Not Placed
STU102287,24,Male,BSc Data Science,4,87.5,2.2,83.8,78.5,1,5.4,6.3,71.6,85.5,5,0,3,0,1,85.3,3,No,7.82,76.6,Good,Not Placed
STU102288,18,Male,BCA,3,91.0,1.5,88.3,63.9,0,,7.6,72.7,61.6,0,2,0,0,0,98.7,5,No,7.97,77.6,Good,Not Placed
STU102289,19,Female,BCA,4,96.6,2.8,97.5,91.5,1,8.7,5.4,89.3,75.4,1,0,1,2,0,85.4,3,No,9.09,90.0,Excellent,Not Placed
STU102290,21,Female,BSc Data Science,4,83.7,4.5,100.0,80.1,0,7.8,8.6,87.6,55.7,4,0,2,2,1,99.2,1,No,9.1,91.4,Excellent,Not Placed
STU102291,19,Female,BCA,3,86.9,4.4,93.5,56.6,0,4.0,5.1,67.3,62.5,0,0,4,1,2,66.3,3,Yes,7.14,70.9,Good,Not Placed
STU102292,21,Female,BSc Computer Science,3,78.9,4.4,76.8,67.5,3,,4.9,81.5,68.3,0,0,6,1,3,78.5,3,No,7.27,69.9,Good,Not Placed
STU102293,23,Female,BSc Computer Science,3,73.0,5.4,65.1,67.3,0,7.5,6.2,83.8,65.1,2,1,4,1,1,85.8,4,Yes,8.73,86.0,Excellent,Not Placed
STU102294,21,Female,BTech CSE,3,67.2,1.9,84.6,65.2,2,8.6,7.7,69.7,68.8,2,1,0,1,2,82.8,3,No,7.78,76.5,Good,Not Placed
STU102295,23,Male,BTech CSE,3,66.3,2.9,89.1,79.3,0,4.7,8.4,62.3,99.2,4,2,1,0,2,72.2,0,No,6.91,69.7,Good,Not Placed
STU102296,24,Male,BCA,4,64.3,3.2,69.3,87.5,1,6.5,7.5,89.7,80.3,5,1,3,0,2,80.7,2,Yes,7.41,75.2,Good,Placed
STU102297,20,Female,BSc Data Science,4,85.3,0.5,90.5,58.9,0,6.6,5.8,70.5,74.0,0,0,2,1,0,73.2,2,Yes,7.07,69.5,Good,Not Placed
STU102298,24,Male,BSc Data Science,2,73.9,3.8,,67.7,1,4.7,6.5,41.0,82.8,1,0,4,1,0,65.6,3,Yes,7.78,77.7,Good,Not Placed
STU102299,24,Male,BBA,2,70.8,3.5,69.6,85.8,2,7.0,6.1,73.0,58.2,3,2,2,1,2,76.4,4,No,7.34,72.6,Good,Not Placed
STU102300,20,Female,BTech CSE,4,57.7,1.8,83.5,61.9,0,7.2,8.5,57.4,91.4,1,1,0,0,2,85.2,2,No,7.7,76.7,Good,Not Placed
STU102301,21,Female,BSc Data Science,2,68.9,4.8,72.1,63.4,1,6.8,7.1,100.0,41.2,3,0,2,0,1,91.3,2,Yes,7.79,79.9,Good,Not Placed
STU102302,21,Male,BCA,3,75.1,4.7,69.3,45.0,2,8.3,9.0,55.6,73.5,1,0,3,0,4,100.0,3,No,6.29,62.6,Average,Not Placed
STU102303,23,Female,BTech CSE,2,62.6,4.1,85.2,81.2,1,6.4,8.0,62.2,86.8,2,1,1,3,0,78.6,2,No,7.21,71.6,Good,Placed
STU102304,19,Male,BTech CSE,2,100.0,0.9,86.6,74.4,1,7.8,6.4,81.9,42.3,7,1,0,1,1,89.4,3,Yes,7.61,75.6,Good,Not Placed
STU102305,23,Female,BTech CSE,2,64.6,2.0,78.0,68.0,1,7.3,6.6,100.0,66.4,3,1,6,0,0,100.0,1,Yes,6.57,65.9,Good,Not Placed
STU102306,19,Male,BTech CSE,3,89.5,4.0,85.0,52.7,0,7.7,6.9,65.9,56.6,0,0,3,0,3,80.9,3,Yes,7.48,76.2,Good,Not Placed
STU102307,24,Male,BSc Computer Science,2,76.8,2.7,94.6,67.9,3,5.7,6.7,54.4,43.7,2,1,3,0,0,86.2,1,Yes,6.72,66.8,Good,Not Placed
STU102308,20,Female,BCA,3,72.3,3.2,91.2,48.9,1,7.5,8.0,54.7,68.4,5,2,3,0,2,100.0,0,Yes,7.45,72.2,Good,Placed
STU102309,24,Male,BSc Computer Science,3,75.5,1.8,72.9,69.9,1,8.6,7.5,44.4,59.6,1,0,6,0,1,97.4,1,Yes,7.28,73.3,Good,Not Placed
STU102310,18,Female,BSc Computer Science,3,78.1,3.8,82.3,95.0,3,8.2,5.9,70.5,82.9,4,2,2,0,3,84.1,3,Yes,8.01,83.2,Excellent,Not Placed
STU102311,21,Male,BSc Computer Science,4,80.3,5.8,74.3,74.4,2,8.7,10.0,73.1,64.1,2,0,2,0,2,90.7,2,No,8.39,82.6,Excellent,Placed
STU102312,19,Male,BSc Computer Science,3,68.2,4.0,66.6,86.8,1,6.8,7.1,48.6,47.9,1,1,3,0,1,78.3,3,Yes,8.44,84.0,Excellent,Not Placed
STU102313,23,Female,BCA,3,83.6,5.0,89.1,87.7,0,9.4,5.3,63.7,62.5,0,0,1,1,0,80.6,2,No,9.02,88.5,Excellent,Not Placed
STU102314,20,Male,BSc Data Science,3,75.2,4.8,93.0,65.7,0,6.0,7.8,63.2,57.3,4,0,2,0,3,78.8,3,No,8.59,81.4,Excellent,Placed
STU102315,19,Male,BSc Data Science,3,64.7,3.0,76.8,79.4,0,6.0,5.1,58.2,88.4,2,1,0,0,1,57.3,2,Yes,6.7,68.4,Good,Not Placed
STU102316,23,Male,BCA,4,73.7,3.2,84.6,39.2,0,9.7,7.3,76.7,70.9,4,1,3,1,0,98.3,1,Yes,6.15,61.8,Average,Not Placed
STU102317,21,Female,BSc Data Science,3,92.2,5.7,99.0,75.4,1,7.3,6.7,60.0,65.1,3,0,2,0,2,81.7,3,Yes,9.43,92.5,Excellent,Placed
STU102318,24,Female,BTech CSE,3,80.2,4.6,93.3,84.9,1,8.1,6.9,88.7,96.3,0,2,0,0,1,93.7,1,Yes,9.29,94.8,Excellent,Placed
STU102319,21,Other,BTech CSE,4,78.0,4.9,75.6,78.3,2,3.4,5.5,44.2,69.9,2,1,3,2,1,57.5,2,Yes,7.35,75.3,Good,Not Placed
STU102320,22,Male,BSc Data Science,3,74.0,3.7,81.1,67.7,2,7.2,6.6,66.0,58.2,3,0,3,0,2,88.6,2,No,7.37,73.2,Good,Not Placed
STU102321,18,Male,BSc Computer Science,2,74.8,2.9,74.2,87.1,0,7.0,6.6,40.5,59.9,1,2,2,1,3,85.0,3,Yes,8.39,84.4,Excellent,Not Placed
STU102322,22,Male,BCA,3,80.2,3.1,84.5,85.6,0,7.5,6.8,76.0,73.6,1,0,2,1,4,83.2,2,No,8.27,82.5,Excellent,Not Placed
STU102323,20,Female,BTech CSE,4,75.3,5.6,82.4,71.4,1,7.5,9.8,64.5,53.1,4,2,1,0,2,95.0,2,Yes,8.18,86.1,Excellent,Placed
STU102324,19,Male,BSc Data Science,3,82.5,3.5,69.3,89.9,0,5.9,5.9,64.8,100.0,1,0,0,1,3,72.5,1,Yes,8.15,83.0,Excellent,Not Placed
STU102325,20,Female,BSc Data Science,4,81.2,5.4,77.0,78.2,0,10.0,,60.1,69.8,0,0,2,0,4,92.6,2,Yes,9.24,93.5,Excellent,Not Placed
STU102326,24,Male,BTech CSE,3,66.1,5.6,59.3,52.7,0,5.1,4.7,83.2,67.6,1,1,3,0,2,67.8,2,Yes,7.93,79.2,Good,Not Placed
STU102327,23,Other,BSc Computer Science,3,83.3,4.9,70.6,75.8,1,6.1,3.5,82.9,35.9,1,2,3,0,2,78.7,1,Yes,7.4,76.1,Good,Not Placed
STU102328,21,Female,BCA,4,68.5,4.7,86.5,63.4,0,8.2,6.3,73.4,28.6,3,0,5,0,5,98.1,1,Yes,8.1,78.0,Good,Not Placed
STU102329,22,Female,BCA,3,68.0,6.0,83.6,78.0,0,4.7,9.1,62.0,55.0,2,1,2,0,2,79.2,1,No,7.49,74.1,Good,Not Placed
STU102330,22,Male,BSc Computer Science,4,77.7,2.2,92.4,35.0,0,6.4,4.8,70.7,56.4,0,2,1,1,2,73.9,3,Yes,6.05,59.2,Average,Not Placed
STU102331,24,Male,BSc Data Science,4,80.6,2.9,82.6,91.1,0,7.9,8.0,71.9,53.6,1,0,1,2,0,87.5,1,No,8.53,85.1,Excellent,Not Placed
STU102332,22,Male,BTech CSE,4,84.1,1.6,79.8,85.4,1,5.7,8.7,64.8,62.4,4,0,0,0,1,88.1,2,Yes,7.42,73.8,Good,Not Placed
STU102333,24,Male,BSc Computer Science,2,56.4,1.3,100.0,91.1,0,5.3,9.1,100.0,33.5,1,2,3,0,2,87.8,2,No,7.94,80.2,Excellent,Not Placed
STU102334,20,Male,BTech CSE,3,85.9,3.4,78.3,71.9,2,7.3,7.9,58.1,74.8,2,1,0,0,1,81.4,3,No,7.31,73.6,Good,Not Placed
STU102335,21,Male,BSc Computer Science,4,82.1,3.9,77.8,85.9,1,6.8,5.5,67.8,64.2,3,0,3,1,1,89.3,2,Yes,8.15,79.7,Good,Not Placed
STU102336,19,Male,BSc Data Science,3,70.7,4.3,82.5,74.5,0,5.4,4.9,61.8,72.3,3,0,0,1,1,81.7,2,No,6.93,70.3,Good,Not Placed
STU102337,23,Female,BSc Data Science,3,75.6,2.5,73.4,60.2,1,6.8,3.8,93.2,69.4,1,0,2,0,2,84.4,2,Yes,6.88,69.1,Good,Not Placed
STU102338,19,Female,BSc Data Science,2,80.0,2.9,84.8,62.3,0,6.5,9.8,58.6,52.4,4,1,3,0,0,100.0,2,Yes,7.65,72.7,Good,Placed
STU102339,20,Male,BSc Computer Science,3,45.0,4.8,74.0,67.9,0,8.3,8.2,81.1,71.0,1,1,0,2,3,80.2,3,No,8.07,78.5,Good,Not Placed
STU102340,23,Female,BCA,3,65.5,1.3,77.3,87.0,2,4.8,7.8,55.8,86.7,3,0,2,1,3,83.9,0,Yes,6.48,62.3,Average,Not Placed
STU102341,22,Male,BTech CSE,3,89.6,3.5,73.8,86.6,1,5.0,3.0,69.6,53.3,2,0,0,1,1,55.0,1,Yes,7.63,74.5,Good,Not Placed
STU102342,18,Male,BSc Data Science,2,72.0,5.5,62.4,64.2,1,6.1,7.8,96.9,81.1,1,1,2,1,0,84.4,1,Yes,6.25,60.5,Average,Not Placed
STU102343,20,Male,BCA,2,77.1,3.1,55.4,80.6,0,6.0,7.1,47.3,85.6,1,1,1,0,3,81.3,3,No,6.95,71.2,Good,Not Placed
STU102344,20,Female,BCA,2,76.8,2.9,66.3,72.2,2,8.2,7.3,55.0,67.0,5,1,2,3,4,84.1,2,Yes,7.64,77.2,Good,Not Placed
STU102345,21,Male,BCA,4,85.1,5.4,94.6,60.7,1,6.8,6.1,100.0,62.6,2,0,1,0,1,83.6,3,Yes,8.11,82.3,Excellent,Not Placed
STU102346,19,Male,BSc Data Science,4,73.9,1.4,82.8,57.8,2,7.7,7.1,83.5,60.7,1,0,1,3,1,80.5,4,Yes,6.42,63.3,Average,Not Placed
STU102347,20,Female,BCA,2,74.8,2.3,76.7,69.2,1,9.1,5.1,41.3,66.8,2,0,1,1,2,74.5,4,Yes,7.83,77.9,Good,Not Placed
STU102348,20,Male,BCA,2,79.9,2.4,70.6,83.2,0,5.1,6.9,60.3,100.0,2,1,4,2,2,93.4,4,Yes,7.91,80.0,Good,Placed
STU102349,22,Female,BSc Computer Science,3,86.5,4.5,95.9,65.9,0,9.1,4.8,62.9,54.7,1,0,1,1,0,97.9,1,Yes,8.9,91.1,Excellent,Not Placed
STU102350,22,Female,BTech CSE,3,89.6,1.1,74.9,81.5,0,6.6,8.4,78.1,73.6,4,4,1,0,1,85.5,3,No,7.71,74.9,Good,Placed
STU102351,23,Other,BCA,4,74.8,5.4,72.7,75.7,1,2.4,8.2,77.2,70.7,2,1,1,1,1,49.9,0,Yes,6.5,67.6,Good,Not Placed
STU102352,24,Male,BSc Computer Science,4,73.1,3.5,61.2,52.3,0,6.9,8.0,71.9,81.8,2,1,3,0,0,82.4,0,Yes,7.12,73.6,Good,Not Placed
STU102353,24,Male,BTech CSE,4,76.5,5.1,57.5,96.1,0,4.0,4.4,49.9,64.4,2,2,2,0,0,51.1,3,Yes,7.79,77.7,Good,Placed
STU102354,18,Male,BBA,3,91.4,5.4,87.1,86.3,1,4.1,6.9,87.9,70.5,4,3,2,2,2,86.0,0,Yes,9.33,91.0,Excellent,Not Placed
STU102355,24,Male,BTech CSE,3,85.8,2.3,100.0,55.1,0,4.7,8.0,79.0,52.5,2,1,0,0,2,70.8,5,No,6.81,68.1,Good,Not Placed
STU102356,21,Male,BCA,3,73.2,3.5,85.3,76.8,1,6.4,8.0,61.7,55.9,2,2,3,0,1,80.0,3,Yes,8.2,80.4,Excellent,Not Placed
STU102357,18,Male,BTech CSE,2,61.9,3.2,85.1,89.7,2,4.3,9.6,100.0,64.0,1,0,0,1,0,72.4,2,Yes,7.04,70.9,Good,Not Placed
STU102358,23,Female,BSc Computer Science,2,89.1,3.4,100.0,76.9,0,8.8,5.3,64.1,38.8,2,1,2,1,0,80.3,4,Yes,8.61,87.6,Excellent,Not Placed
STU102359,22,Female,BCA,2,90.2,2.6,87.5,67.0,2,8.5,6.3,79.7,58.9,3,0,2,2,2,87.8,2,Yes,8.58,82.5,Excellent,Not Placed
STU102360,24,Male,BTech CSE,3,66.9,5.2,81.9,70.5,0,10.0,7.5,100.0,72.3,2,2,2,0,1,86.6,2,Yes,7.97,79.5,Good,Placed
STU102361,19,Male,BSc Data Science,2,73.5,3.2,88.2,69.0,2,6.4,7.1,68.1,84.2,1,1,1,0,3,77.9,5,Yes,6.84,66.2,Good,Not Placed
STU102362,22,Male,BBA,2,86.8,3.0,91.9,70.3,0,5.6,8.2,59.9,56.5,4,1,2,1,2,89.5,1,No,7.49,73.8,Good,Placed
STU102363,21,Male,BTech CSE,3,81.9,5.2,87.6,85.5,1,6.9,3.8,78.7,63.7,1,0,0,1,3,46.7,1,Yes,8.74,84.7,Excellent,Not Placed
STU102364,22,Female,BSc Computer Science,4,58.1,4.8,76.7,77.7,0,8.1,6.3,69.6,65.4,1,1,5,0,2,83.8,5,Yes,8.31,81.4,Excellent,Placed
STU102365,21,Female,BTech CSE,2,66.7,3.9,86.5,61.6,0,8.8,6.3,86.6,56.2,3,0,1,0,2,81.8,1,No,8.91,87.8,Excellent,Placed
STU102366,21,Female,BSc Computer Science,3,83.8,2.9,74.4,68.7,0,5.4,8.1,79.4,59.1,3,1,1,0,0,87.8,3,Yes,7.21,73.9,Good,Placed
STU102367,21,Female,BSc Computer Science,2,80.5,5.7,81.7,67.2,2,8.3,8.7,82.1,77.2,2,2,2,1,3,92.0,1,No,9.17,89.3,Excellent,Placed
STU102368,23,Female,BTech CSE,4,84.7,1.9,86.4,75.5,0,8.3,7.3,56.0,100.0,0,2,3,1,1,72.6,0,No,8.29,79.2,Good,Not Placed
STU102369,21,Female,BTech CSE,3,85.8,5.1,100.0,58.6,1,10.0,10.0,81.4,69.3,1,1,5,0,3,100.0,0,No,9.17,88.9,Excellent,Placed
STU102370,21,Male,BTech CSE,4,80.4,4.4,86.8,53.9,1,9.1,6.7,51.4,81.9,1,2,5,0,1,92.4,2,Yes,8.62,86.1,Excellent,Placed
STU102371,19,Female,BTech CSE,3,82.2,1.6,82.2,60.9,0,9.9,5.8,77.1,43.5,2,0,1,0,2,88.3,2,Yes,7.7,78.7,Good,Placed
STU102372,18,Male,BBA,4,72.3,3.6,77.6,53.3,0,10.0,9.4,77.2,70.6,4,1,1,1,2,100.0,5,Yes,7.74,76.9,Good,Placed
STU102373,20,Male,BTech CSE,2,79.1,1.5,75.6,53.7,2,5.3,6.5,36.1,89.4,2,0,2,1,1,67.3,0,Yes,6.46,64.2,Average,Not Placed
STU102374,18,Male,BSc Computer Science,3,81.1,3.0,77.7,86.7,0,5.1,5.6,84.4,82.5,1,2,0,1,0,70.2,2,No,7.58,74.1,Good,Not Placed
STU102375,21,Male,BCA,2,95.1,3.9,82.4,70.5,0,8.3,8.4,66.5,61.9,3,0,3,0,1,87.5,7,Yes,8.3,86.5,Excellent,Placed
STU102376,19,Female,BTech CSE,3,69.8,2.0,92.1,76.5,0,5.9,5.6,59.9,80.8,3,0,3,0,3,83.3,1,Yes,7.08,72.2,Good,Not Placed
STU102377,22,Male,BSc Data Science,4,85.2,0.5,68.0,72.7,1,7.9,7.7,66.8,70.1,1,3,4,0,0,86.5,2,Yes,7.35,71.1,Good,Not Placed
STU102378,19,Male,BSc Data Science,3,76.8,3.3,90.4,73.4,0,6.4,9.0,48.4,43.0,2,0,1,0,1,89.3,0,Yes,7.05,74.0,Good,Not Placed
STU102379,21,Male,BCA,3,85.4,3.8,75.8,75.6,1,7.2,,91.3,52.0,2,0,3,2,0,80.1,4,No,7.89,76.8,Good,Placed
STU102380,19,Female,BTech CSE,4,76.8,2.9,74.3,79.1,2,7.1,8.9,79.0,76.4,2,0,4,0,0,84.2,1,Yes,7.98,78.7,Good,Placed
STU102381,24,Male,BTech CSE,3,89.8,3.5,87.6,76.4,0,7.8,7.5,97.4,61.4,3,0,3,1,2,94.9,2,Yes,8.69,86.0,Excellent,Placed
STU102382,19,Female,BSc Computer Science,4,70.6,3.2,77.9,100.0,3,4.4,4.3,65.5,41.0,1,2,2,0,1,76.4,2,Yes,7.89,77.5,Good,Not Placed
STU102383,21,Female,BSc Computer Science,2,79.4,2.0,87.2,59.7,0,4.2,8.3,63.3,68.5,4,0,0,1,2,78.5,2,Yes,6.33,65.0,Good,Not Placed
STU102384,23,Female,BTech CSE,4,82.4,6.4,86.3,59.3,1,6.3,9.3,81.6,55.3,1,1,4,0,1,97.6,4,No,8.94,88.1,Excellent,Not Placed
STU102385,24,Female,BSc Computer Science,2,71.2,4.0,90.9,65.4,0,6.7,7.6,83.2,21.8,2,1,2,2,1,76.3,1,Yes,8.11,80.6,Excellent,Placed
STU102386,19,Male,BSc Data Science,3,81.0,2.9,96.5,56.1,2,9.5,6.3,86.0,63.2,2,0,2,0,1,79.3,2,Yes,8.37,83.2,Excellent,Not Placed
STU102387,20,Male,BSc Data Science,3,88.1,2.3,63.1,68.5,0,7.3,7.3,83.6,36.7,3,2,1,2,0,78.9,2,Yes,7.32,72.2,Good,Not Placed
STU102388,20,Female,BSc Data Science,3,77.3,2.9,84.2,60.5,0,6.9,6.0,93.5,63.8,1,0,1,1,1,73.9,2,No,7.42,72.0,Good,Not Placed
STU102389,19,Male,BSc Computer Science,3,85.5,3.0,73.9,73.0,1,6.1,9.1,79.3,63.2,1,0,1,0,2,73.7,6,Yes,7.34,72.5,Good,Not Placed
STU102390,23,Male,BSc Computer Science,3,71.3,3.6,86.6,72.9,2,7.4,7.2,76.1,100.0,1,0,4,0,4,80.0,3,Yes,7.6,74.3,Good,Placed
STU102391,22,Female,BSc Data Science,4,67.0,5.2,66.5,56.3,1,6.1,7.4,90.7,74.4,0,0,3,0,3,80.9,1,Yes,6.57,66.2,Good,Not Placed
STU102392,21,Male,BBA,4,85.0,2.3,82.6,81.2,1,4.4,6.6,52.2,70.0,2,2,3,0,1,74.8,6,Yes,8.24,80.7,Excellent,Placed
STU102393,20,Female,BCA,4,72.4,3.8,61.3,62.4,1,8.4,8.6,79.5,85.4,2,0,2,1,0,92.0,4,Yes,7.86,78.9,Good,Placed
STU102394,22,Male,BSc Data Science,4,61.2,4.7,82.5,60.7,1,5.6,5.4,56.7,58.4,3,0,1,1,1,76.0,3,Yes,6.59,65.5,Good,Not Placed
STU102395,19,Female,BSc Data Science,4,70.4,2.5,82.1,77.3,0,5.7,10.0,72.5,58.4,1,0,0,0,3,78.2,1,Yes,6.08,62.2,Average,Not Placed
STU102396,22,Male,BCA,4,91.5,2.5,74.6,72.0,1,3.9,6.9,74.5,53.2,2,0,3,0,2,68.0,1,Yes,8.11,79.5,Good,Not Placed
STU102397,24,Female,BSc Data Science,4,88.6,1.2,,72.0,0,7.2,7.2,52.4,83.5,2,0,1,0,0,93.3,4,Yes,6.92,69.2,Good,Not Placed
STU102398,18,Male,BCA,3,66.8,6.0,77.9,60.1,1,9.6,5.3,67.6,68.0,1,2,2,3,0,98.8,2,No,7.81,78.0,Good,Placed
STU102399,20,Male,BSc Computer Science,4,63.4,4.3,65.0,58.6,1,3.4,9.5,70.8,54.4,3,0,1,1,2,78.0,1,No,6.27,65.2,Good,Not Placed
STU102400,19,Female,BSc Data Science,4,73.9,2.6,67.7,81.6,0,3.6,7.6,71.3,77.6,7,1,2,0,2,96.0,2,Yes,6.33,62.6,Average,Placed
STU102401,21,Male,BTech CSE,4,88.4,2.6,84.1,71.1,0,7.2,8.1,79.3,45.8,4,2,0,1,2,79.5,3,Yes,7.77,78.5,Good,Not Placed
STU102402,23,Male,BSc Computer Science,3,76.0,2.0,93.7,74.7,2,7.0,6.0,74.4,51.4,1,1,3,2,0,72.4,1,No,7.45,75.5,Good,Not Placed
STU102403,24,Female,BCA,2,76.1,3.7,90.7,73.8,0,5.6,9.0,71.6,60.1,4,0,2,0,2,82.6,6,Yes,8.23,84.5,Excellent,Not Placed
